Country,Code,Date,new_vaccinations_smoothed_per_million
Poland,POL,25/01/2021,1064
Poland,POL,26/01/2021,1375
Poland,POL,27/01/2021,1572
Poland,POL,28/01/2021,1706
Poland,POL,29/01/2021,1724
Poland,POL,30/01/2021,1720
Poland,POL,31/01/2021,1772
Poland,POL,01/02/2021,1716
Poland,POL,02/02/2021,1649
Poland,POL,03/02/2021,1711
Poland,POL,04/02/2021,1772
Poland,POL,05/02/2021,1799
Poland,POL,06/02/2021,1828
Poland,POL,07/02/2021,1811
Poland,POL,08/02/2021,1825
Poland,POL,09/02/2021,1628
Poland,POL,10/02/2021,1593
Poland,POL,11/02/2021,1612
Poland,POL,12/02/2021,1711
Poland,POL,13/02/2021,1759
Poland,POL,14/02/2021,1757
Poland,POL,15/02/2021,1676
Poland,POL,16/02/2021,1723
Poland,POL,17/02/2021,1891
Poland,POL,18/02/2021,2126
Poland,POL,19/02/2021,2226
Poland,POL,20/02/2021,2230
Poland,POL,21/02/2021,2238
Poland,POL,22/02/2021,2266
Poland,POL,23/02/2021,2434
Poland,POL,24/02/2021,2287
Portugal,PRT,28/12/2020,274
Portugal,PRT,29/12/2020,755
Portugal,PRT,30/12/2020,836
Portugal,PRT,31/12/2020,681
Portugal,PRT,01/01/2021,545
Portugal,PRT,02/01/2021,454
Portugal,PRT,03/01/2021,389
Portugal,PRT,04/01/2021,363
Portugal,PRT,05/01/2021,365
Portugal,PRT,06/01/2021,433
Portugal,PRT,07/01/2021,546
Portugal,PRT,08/01/2021,581
Portugal,PRT,09/01/2021,583
Portugal,PRT,10/01/2021,583
Portugal,PRT,11/01/2021,583
Portugal,PRT,12/01/2021,557
Portugal,PRT,13/01/2021,539
Portugal,PRT,14/01/2021,551
Portugal,PRT,15/01/2021,621
Portugal,PRT,16/01/2021,641
Portugal,PRT,17/01/2021,657
Portugal,PRT,18/01/2021,692
Portugal,PRT,19/01/2021,872
Portugal,PRT,20/01/2021,1084
Portugal,PRT,21/01/2021,1392
Portugal,PRT,22/01/2021,1655
Portugal,PRT,23/01/2021,1841
Portugal,PRT,24/01/2021,1883
Portugal,PRT,25/01/2021,1890
Portugal,PRT,26/01/2021,1612
Portugal,PRT,27/01/2021,1416
Portugal,PRT,28/01/2021,1198
Portugal,PRT,29/01/2021,1107
Portugal,PRT,30/01/2021,1103
Portugal,PRT,31/01/2021,1136
Portugal,PRT,01/02/2021,1106
Portugal,PRT,02/02/2021,1101
Portugal,PRT,03/02/2021,1016
Portugal,PRT,04/02/2021,956
Portugal,PRT,05/02/2021,892
Portugal,PRT,06/02/2021,895
Portugal,PRT,07/02/2021,829
Portugal,PRT,08/02/2021,810
Portugal,PRT,09/02/2021,814
Portugal,PRT,10/02/2021,901
Portugal,PRT,11/02/2021,1009
Portugal,PRT,12/02/2021,1246
Portugal,PRT,13/02/2021,1559
Portugal,PRT,14/02/2021,1785
Portugal,PRT,15/02/2021,1858
Portugal,PRT,16/02/2021,1956
Portugal,PRT,17/02/2021,1976
Portugal,PRT,18/02/2021,1996
Portugal,PRT,19/02/2021,2106
Portugal,PRT,20/02/2021,2116
Portugal,PRT,21/02/2021,2131
Portugal,PRT,22/02/2021,2119
Portugal,PRT,23/02/2021,2165
Portugal,PRT,24/02/2021,2303
Portugal,PRT,25/02/2021,2432
Qatar,QAT,23/12/2020,469
Qatar,QAT,24/12/2020,469
Qatar,QAT,25/12/2020,469
Qatar,QAT,26/12/2020,469
Qatar,QAT,27/12/2020,469
Qatar,QAT,28/12/2020,469
Qatar,QAT,29/12/2020,469
Qatar,QAT,30/12/2020,469
Qatar,QAT,31/12/2020,469
Qatar,QAT,01/01/2021,469
Qatar,QAT,02/01/2021,469
Qatar,QAT,03/01/2021,469
Qatar,QAT,04/01/2021,469
Qatar,QAT,05/01/2021,469
Qatar,QAT,06/01/2021,469
Qatar,QAT,07/01/2021,469
Qatar,QAT,08/01/2021,469
Qatar,QAT,09/01/2021,469
Qatar,QAT,10/01/2021,469
Qatar,QAT,11/01/2021,469
Qatar,QAT,12/01/2021,469
Qatar,QAT,13/01/2021,469
Qatar,QAT,14/01/2021,469
Qatar,QAT,15/01/2021,469
Qatar,QAT,16/01/2021,469
Qatar,QAT,17/01/2021,469
Qatar,QAT,18/01/2021,469
Qatar,QAT,19/01/2021,469
Qatar,QAT,20/01/2021,469
Qatar,QAT,21/01/2021,469
Qatar,QAT,22/01/2021,469
Qatar,QAT,23/01/2021,469
Qatar,QAT,24/01/2021,469
Qatar,QAT,25/01/2021,469
Qatar,QAT,26/01/2021,469
Qatar,QAT,27/01/2021,469
Qatar,QAT,28/01/2021,469
Qatar,QAT,29/01/2021,615
Qatar,QAT,30/01/2021,760
Qatar,QAT,31/01/2021,906
Qatar,QAT,01/02/2021,1051
Qatar,QAT,02/02/2021,1196
Qatar,QAT,03/02/2021,1342
Qatar,QAT,04/02/2021,1488
Qatar,QAT,05/02/2021,1488
Qatar,QAT,06/02/2021,1488
Qatar,QAT,07/02/2021,1488
Qatar,QAT,08/02/2021,1488
Qatar,QAT,09/02/2021,1488
Qatar,QAT,10/02/2021,1488
Qatar,QAT,11/02/2021,1488
Qatar,QAT,12/02/2021,1488
Qatar,QAT,13/02/2021,1488
Qatar,QAT,14/02/2021,1488
Qatar,QAT,15/02/2021,1488
Qatar,QAT,16/02/2021,1488
Qatar,QAT,17/02/2021,1488
Qatar,QAT,18/02/2021,1488
Romania,ROU,29/12/2020,37
Romania,ROU,30/12/2020,94
Romania,ROU,31/12/2020,142
Romania,ROU,01/01/2021,125
Romania,ROU,02/01/2021,116
Romania,ROU,03/01/2021,100
Romania,ROU,04/01/2021,174
Romania,ROU,05/01/2021,288
Romania,ROU,06/01/2021,393
Romania,ROU,07/01/2021,491
Romania,ROU,08/01/2021,602
Romania,ROU,09/01/2021,661
Romania,ROU,10/01/2021,703
Romania,ROU,11/01/2021,740
Romania,ROU,12/01/2021,734
Romania,ROU,13/01/2021,711
Romania,ROU,14/01/2021,677
Romania,ROU,15/01/2021,675
Romania,ROU,16/01/2021,696
Romania,ROU,17/01/2021,719
Romania,ROU,18/01/2021,817
Romania,ROU,19/01/2021,962
Romania,ROU,20/01/2021,1144
Romania,ROU,21/01/2021,1340
Romania,ROU,22/01/2021,1502
Romania,ROU,23/01/2021,1654
Romania,ROU,24/01/2021,1791
Romania,ROU,25/01/2021,1852
Romania,ROU,26/01/2021,1918
Romania,ROU,27/01/2021,1948
Romania,ROU,28/01/2021,1940
Romania,ROU,29/01/2021,1939
Romania,ROU,30/01/2021,1883
Romania,ROU,31/01/2021,1820
Romania,ROU,01/02/2021,1757
Romania,ROU,02/02/2021,1636
Romania,ROU,03/02/2021,1496
Romania,ROU,04/02/2021,1377
Romania,ROU,05/02/2021,1296
Romania,ROU,06/02/2021,1251
Romania,ROU,07/02/2021,1225
Romania,ROU,08/02/2021,1264
Romania,ROU,09/02/2021,1347
Romania,ROU,10/02/2021,1476
Romania,ROU,11/02/2021,1594
Romania,ROU,12/02/2021,1688
Romania,ROU,13/02/2021,1807
Romania,ROU,14/02/2021,1913
Romania,ROU,15/02/2021,1929
Romania,ROU,16/02/2021,1982
Romania,ROU,17/02/2021,2001
Romania,ROU,18/02/2021,2011
Romania,ROU,19/02/2021,2002
Romania,ROU,20/02/2021,1984
Romania,ROU,21/02/2021,1970
Romania,ROU,22/02/2021,1916
Romania,ROU,23/02/2021,1792
Romania,ROU,24/02/2021,1680
Romania,ROU,25/02/2021,1535
Russia,RUS,16/12/2020,23
Russia,RUS,17/12/2020,23
Russia,RUS,18/12/2020,23
Russia,RUS,19/12/2020,23
Russia,RUS,20/12/2020,23
Russia,RUS,21/12/2020,23
Russia,RUS,22/12/2020,23
Russia,RUS,23/12/2020,86
Russia,RUS,24/12/2020,150
Russia,RUS,25/12/2020,213
Russia,RUS,26/12/2020,276
Russia,RUS,27/12/2020,339
Russia,RUS,28/12/2020,403
Russia,RUS,29/12/2020,466
Russia,RUS,30/12/2020,466
Russia,RUS,31/12/2020,466
Russia,RUS,01/01/2021,466
Russia,RUS,02/01/2021,466
Russia,RUS,03/01/2021,417
Russia,RUS,04/01/2021,368
Russia,RUS,05/01/2021,320
Russia,RUS,06/01/2021,271
Russia,RUS,07/01/2021,222
Russia,RUS,08/01/2021,173
Russia,RUS,09/01/2021,125
Russia,RUS,10/01/2021,125
Russia,RUS,11/01/2021,125
Russia,RUS,12/01/2021,125
Russia,RUS,13/01/2021,125
Russia,RUS,14/01/2021,208
Russia,RUS,15/01/2021,292
Russia,RUS,16/01/2021,375
Russia,RUS,17/01/2021,459
Russia,RUS,18/01/2021,543
Russia,RUS,19/01/2021,626
Russia,RUS,20/01/2021,710
Russia,RUS,21/01/2021,710
Russia,RUS,22/01/2021,710
Russia,RUS,23/01/2021,710
Russia,RUS,24/01/2021,710
Russia,RUS,25/01/2021,710
Russia,RUS,26/01/2021,710
Russia,RUS,27/01/2021,710
Russia,RUS,28/01/2021,710
Russia,RUS,29/01/2021,710
Russia,RUS,30/01/2021,710
Russia,RUS,31/01/2021,710
Russia,RUS,01/02/2021,710
Russia,RUS,02/02/2021,710
Russia,RUS,03/02/2021,710
Russia,RUS,04/02/2021,710
Russia,RUS,05/02/2021,710
Russia,RUS,06/02/2021,710
Russia,RUS,07/02/2021,710
Russia,RUS,08/02/2021,710
Russia,RUS,09/02/2021,710
Russia,RUS,10/02/2021,710
Saudi Arabia,SAU,07/01/2021,1088
Saudi Arabia,SAU,08/01/2021,689
Saudi Arabia,SAU,09/01/2021,556
Saudi Arabia,SAU,10/01/2021,490
Saudi Arabia,SAU,11/01/2021,450
Saudi Arabia,SAU,12/01/2021,469
Saudi Arabia,SAU,13/01/2021,482
Saudi Arabia,SAU,14/01/2021,407
Saudi Arabia,SAU,15/01/2021,445
Saudi Arabia,SAU,16/01/2021,484
Saudi Arabia,SAU,17/01/2021,522
Saudi Arabia,SAU,18/01/2021,514
Saudi Arabia,SAU,19/01/2021,466
Saudi Arabia,SAU,20/01/2021,419
Saudi Arabia,SAU,21/01/2021,372
Saudi Arabia,SAU,22/01/2021,325
Saudi Arabia,SAU,23/01/2021,277
Saudi Arabia,SAU,24/01/2021,230
Saudi Arabia,SAU,25/01/2021,230
Saudi Arabia,SAU,26/01/2021,230
Saudi Arabia,SAU,27/01/2021,230
Saudi Arabia,SAU,28/01/2021,230
Saudi Arabia,SAU,29/01/2021,230
Saudi Arabia,SAU,30/01/2021,264
Saudi Arabia,SAU,31/01/2021,298
Saudi Arabia,SAU,01/02/2021,332
Saudi Arabia,SAU,02/02/2021,301
Saudi Arabia,SAU,03/02/2021,270
Saudi Arabia,SAU,04/02/2021,239
Saudi Arabia,SAU,05/02/2021,208
Saudi Arabia,SAU,06/02/2021,143
Saudi Arabia,SAU,07/02/2021,77
Saudi Arabia,SAU,08/02/2021,12
Saudi Arabia,SAU,09/02/2021,11
Saudi Arabia,SAU,10/02/2021,11
Saudi Arabia,SAU,11/02/2021,11
Saudi Arabia,SAU,12/02/2021,12
Saudi Arabia,SAU,13/02/2021,14
Saudi Arabia,SAU,14/02/2021,16
Saudi Arabia,SAU,15/02/2021,47
Saudi Arabia,SAU,16/02/2021,78
Saudi Arabia,SAU,17/02/2021,156
Saudi Arabia,SAU,18/02/2021,235
Saudi Arabia,SAU,19/02/2021,299
Saudi Arabia,SAU,20/02/2021,364
Saudi Arabia,SAU,21/02/2021,428
Saudi Arabia,SAU,22/02/2021,463
Saudi Arabia,SAU,23/02/2021,498
Saudi Arabia,SAU,24/02/2021,486
Scotland,,14/12/2020,1075
Scotland,,15/12/2020,1075
Scotland,,16/12/2020,1075
Scotland,,17/12/2020,1075
Scotland,,18/12/2020,1075
Scotland,,19/12/2020,1075
Scotland,,20/12/2020,1075
Scotland,,21/12/2020,1050
Scotland,,22/12/2020,1025
Scotland,,23/12/2020,1000
Scotland,,24/12/2020,975
Scotland,,25/12/2020,950
Scotland,,26/12/2020,925
Scotland,,27/12/2020,900
Scotland,,28/12/2020,851
Scotland,,29/12/2020,802
Scotland,,30/12/2020,754
Scotland,,31/12/2020,705
Scotland,,01/01/2021,656
Scotland,,02/01/2021,607
Scotland,,03/01/2021,559
Scotland,,04/01/2021,667
Scotland,,05/01/2021,774
Scotland,,06/01/2021,882
Scotland,,07/01/2021,990
Scotland,,08/01/2021,1098
Scotland,,09/01/2021,1206
Scotland,,10/01/2021,1314
Scotland,,11/01/2021,1457
Scotland,,12/01/2021,1692
Scotland,,13/01/2021,1934
Scotland,,14/01/2021,2185
Scotland,,15/01/2021,2449
Scotland,,16/01/2021,2741
Scotland,,17/01/2021,2682
Scotland,,18/01/2021,2868
Scotland,,19/01/2021,3115
Scotland,,20/01/2021,3345
Scotland,,21/01/2021,3529
Scotland,,22/01/2021,3672
Scotland,,23/01/2021,3808
Scotland,,24/01/2021,3981
Scotland,,25/01/2021,4066
Scotland,,26/01/2021,4043
Scotland,,27/01/2021,4160
Scotland,,28/01/2021,4179
Scotland,,29/01/2021,4318
Scotland,,30/01/2021,4305
Scotland,,31/01/2021,4257
Scotland,,01/02/2021,4580
Scotland,,02/02/2021,4951
Scotland,,03/02/2021,5359
Scotland,,04/02/2021,5990
Scotland,,05/02/2021,6426
Scotland,,06/02/2021,7211
Scotland,,07/02/2021,7682
Scotland,,08/02/2021,8400
Scotland,,09/02/2021,8901
Scotland,,10/02/2021,9376
Scotland,,11/02/2021,9810
Scotland,,12/02/2021,10216
Scotland,,13/02/2021,10151
Scotland,,14/02/2021,10255
Scotland,,15/02/2021,9538
Scotland,,16/02/2021,8944
Scotland,,17/02/2021,8294
Scotland,,18/02/2021,7530
Scotland,,19/02/2021,6764
Scotland,,20/02/2021,5998
Scotland,,21/02/2021,5573
Scotland,,22/02/2021,5316
Scotland,,23/02/2021,5170
Scotland,,24/02/2021,5060
Senegal,SEN,23/02/2021,5
Senegal,SEN,24/02/2021,122
Serbia,SRB,09/01/2021,169
Serbia,SRB,10/01/2021,169
Serbia,SRB,11/01/2021,221
Serbia,SRB,12/01/2021,247
Serbia,SRB,13/01/2021,262
Serbia,SRB,14/01/2021,273
Serbia,SRB,15/01/2021,326
Serbia,SRB,16/01/2021,395
Serbia,SRB,17/01/2021,463
Serbia,SRB,18/01/2021,510
Serbia,SRB,19/01/2021,556
Serbia,SRB,20/01/2021,602
Serbia,SRB,21/01/2021,1400
Serbia,SRB,22/01/2021,2040
Serbia,SRB,23/01/2021,2864
Serbia,SRB,24/01/2021,3914
Serbia,SRB,25/01/2021,4634
Serbia,SRB,26/01/2021,5864
Serbia,SRB,27/01/2021,6660
Serbia,SRB,28/01/2021,6649
Serbia,SRB,29/01/2021,6530
Serbia,SRB,30/01/2021,5753
Serbia,SRB,31/01/2021,5020
Serbia,SRB,01/02/2021,4617
Serbia,SRB,02/02/2021,3705
Serbia,SRB,03/02/2021,3187
Serbia,SRB,04/02/2021,2632
Serbia,SRB,05/02/2021,2259
Serbia,SRB,06/02/2021,2181
Serbia,SRB,07/02/2021,1833
Serbia,SRB,08/02/2021,2095
Serbia,SRB,09/02/2021,2358
Serbia,SRB,10/02/2021,2659
Serbia,SRB,11/02/2021,4437
Serbia,SRB,12/02/2021,6254
Serbia,SRB,13/02/2021,7775
Serbia,SRB,14/02/2021,9296
Serbia,SRB,15/02/2021,9355
Serbia,SRB,16/02/2021,9413
Serbia,SRB,17/02/2021,9471
Serbia,SRB,18/02/2021,8145
Serbia,SRB,19/02/2021,6819
Serbia,SRB,20/02/2021,5967
Serbia,SRB,21/02/2021,5116
Serbia,SRB,22/02/2021,5116
Serbia,SRB,23/02/2021,5116
Serbia,SRB,24/02/2021,5296
Serbia,SRB,25/02/2021,5240
Seychelles,SYC,10/01/2021,5084
Seychelles,SYC,11/01/2021,5084
Seychelles,SYC,12/01/2021,5084
Seychelles,SYC,13/01/2021,5084
Seychelles,SYC,14/01/2021,6101
Seychelles,SYC,15/01/2021,6783
Seychelles,SYC,16/01/2021,10169
Seychelles,SYC,17/01/2021,11369
Seychelles,SYC,18/01/2021,12569
Seychelles,SYC,19/01/2021,13769
Seychelles,SYC,20/01/2021,16219
Seychelles,SYC,21/01/2021,17470
Seychelles,SYC,22/01/2021,18721
Seychelles,SYC,23/01/2021,16494
Seychelles,SYC,24/01/2021,15680
Seychelles,SYC,25/01/2021,14877
Seychelles,SYC,26/01/2021,17053
Seychelles,SYC,27/01/2021,18050
Seychelles,SYC,28/01/2021,19982
Seychelles,SYC,29/01/2021,20297
Seychelles,SYC,30/01/2021,20216
Seychelles,SYC,31/01/2021,21141
Seychelles,SYC,01/02/2021,22066
Seychelles,SYC,02/02/2021,19717
Seychelles,SYC,03/02/2021,16718
Seychelles,SYC,04/02/2021,13087
Seychelles,SYC,05/02/2021,11074
Seychelles,SYC,06/02/2021,10037
Seychelles,SYC,07/02/2021,9823
Seychelles,SYC,08/02/2021,9610
Seychelles,SYC,09/02/2021,11826
Seychelles,SYC,10/02/2021,15935
Seychelles,SYC,11/02/2021,20388
Seychelles,SYC,12/02/2021,22402
Seychelles,SYC,13/02/2021,24415
Seychelles,SYC,14/02/2021,24232
Seychelles,SYC,15/02/2021,24049
Seychelles,SYC,16/02/2021,22615
Seychelles,SYC,17/02/2021,19311
Seychelles,SYC,18/02/2021,16656
Seychelles,SYC,19/02/2021,16209
Seychelles,SYC,20/02/2021,13565
Seychelles,SYC,21/02/2021,12294
Seychelles,SYC,22/02/2021,14267
Seychelles,SYC,23/02/2021,15365
Singapore,SGP,12/01/2021,479
Singapore,SGP,13/01/2021,699
Singapore,SGP,14/01/2021,773
Singapore,SGP,15/01/2021,809
Singapore,SGP,16/01/2021,831
Singapore,SGP,17/01/2021,846
Singapore,SGP,18/01/2021,857
Singapore,SGP,19/01/2021,920
Singapore,SGP,20/01/2021,920
Singapore,SGP,21/01/2021,920
Singapore,SGP,22/01/2021,920
Singapore,SGP,23/01/2021,1047
Singapore,SGP,24/01/2021,1175
Singapore,SGP,25/01/2021,1303
Singapore,SGP,26/01/2021,1431
Singapore,SGP,27/01/2021,1558
Singapore,SGP,28/01/2021,1683
Singapore,SGP,29/01/2021,1808
Singapore,SGP,30/01/2021,1806
Singapore,SGP,31/01/2021,1803
Singapore,SGP,01/02/2021,1861
Singapore,SGP,02/02/2021,1918
Singapore,SGP,03/02/2021,1888
Singapore,SGP,04/02/2021,1861
Singapore,SGP,05/02/2021,1833
Singapore,SGP,06/02/2021,1806
Singapore,SGP,07/02/2021,1778
Singapore,SGP,08/02/2021,1690
Singapore,SGP,09/02/2021,1602
Singapore,SGP,10/02/2021,1602
Singapore,SGP,11/02/2021,1691
Singapore,SGP,12/02/2021,1780
Singapore,SGP,13/02/2021,1868
Singapore,SGP,14/02/2021,1956
Singapore,SGP,15/02/2021,2045
Singapore,SGP,16/02/2021,2134
Singapore,SGP,17/02/2021,2222
Singapore,SGP,18/02/2021,2222
Slovakia,SVK,05/01/2021,78
Slovakia,SVK,06/01/2021,606
Slovakia,SVK,07/01/2021,834
Slovakia,SVK,08/01/2021,948
Slovakia,SVK,09/01/2021,817
Slovakia,SVK,10/01/2021,774
Slovakia,SVK,11/01/2021,770
Slovakia,SVK,12/01/2021,1035
Slovakia,SVK,13/01/2021,1050
Slovakia,SVK,14/01/2021,1060
Slovakia,SVK,15/01/2021,1082
Slovakia,SVK,16/01/2021,1075
Slovakia,SVK,17/01/2021,997
Slovakia,SVK,18/01/2021,1121
Slovakia,SVK,19/01/2021,1052
Slovakia,SVK,20/01/2021,1081
Slovakia,SVK,21/01/2021,1078
Slovakia,SVK,22/01/2021,1049
Slovakia,SVK,23/01/2021,1021
Slovakia,SVK,24/01/2021,1020
Slovakia,SVK,25/01/2021,1024
Slovakia,SVK,26/01/2021,1006
Slovakia,SVK,27/01/2021,984
Slovakia,SVK,28/01/2021,1047
Slovakia,SVK,29/01/2021,1178
Slovakia,SVK,30/01/2021,1208
Slovakia,SVK,31/01/2021,1215
Slovakia,SVK,01/02/2021,1288
Slovakia,SVK,02/02/2021,1420
Slovakia,SVK,03/02/2021,1541
Slovakia,SVK,04/02/2021,1665
Slovakia,SVK,05/02/2021,1750
Slovakia,SVK,06/02/2021,1786
Slovakia,SVK,07/02/2021,1783
Slovakia,SVK,08/02/2021,1769
Slovakia,SVK,09/02/2021,1838
Slovakia,SVK,10/02/2021,1872
Slovakia,SVK,11/02/2021,1855
Slovakia,SVK,12/02/2021,1828
Slovakia,SVK,13/02/2021,1872
Slovakia,SVK,14/02/2021,2150
Slovakia,SVK,15/02/2021,2203
Slovakia,SVK,16/02/2021,2108
Slovakia,SVK,17/02/2021,2069
Slovakia,SVK,18/02/2021,1998
Slovakia,SVK,19/02/2021,1972
Slovakia,SVK,20/02/2021,2030
Slovakia,SVK,21/02/2021,1907
Slovakia,SVK,22/02/2021,1883
Slovakia,SVK,23/02/2021,1922
Slovakia,SVK,24/02/2021,1943
Slovakia,SVK,25/02/2021,1920
Slovenia,SVN,28/12/2020,745
Slovenia,SVN,29/12/2020,640
Slovenia,SVN,30/12/2020,497
Slovenia,SVN,31/12/2020,598
Slovenia,SVN,01/01/2021,493
Slovenia,SVN,02/01/2021,443
Slovenia,SVN,03/01/2021,418
Slovenia,SVN,04/01/2021,387
Slovenia,SVN,05/01/2021,477
Slovenia,SVN,06/01/2021,798
Slovenia,SVN,07/01/2021,1033
Slovenia,SVN,08/01/2021,1242
Slovenia,SVN,09/01/2021,1231
Slovenia,SVN,10/01/2021,1193
Slovenia,SVN,11/01/2021,1152
Slovenia,SVN,12/01/2021,1108
Slovenia,SVN,13/01/2021,1077
Slovenia,SVN,14/01/2021,1172
Slovenia,SVN,15/01/2021,1280
Slovenia,SVN,16/01/2021,1285
Slovenia,SVN,17/01/2021,1285
Slovenia,SVN,18/01/2021,1267
Slovenia,SVN,19/01/2021,1293
Slovenia,SVN,20/01/2021,1284
Slovenia,SVN,21/01/2021,1145
Slovenia,SVN,22/01/2021,968
Slovenia,SVN,23/01/2021,995
Slovenia,SVN,24/01/2021,1004
Slovenia,SVN,25/01/2021,989
Slovenia,SVN,26/01/2021,963
Slovenia,SVN,27/01/2021,982
Slovenia,SVN,28/01/2021,1073
Slovenia,SVN,29/01/2021,1233
Slovenia,SVN,30/01/2021,1191
Slovenia,SVN,31/01/2021,1181
Slovenia,SVN,01/02/2021,1185
Slovenia,SVN,02/02/2021,1138
Slovenia,SVN,03/02/2021,1132
Slovenia,SVN,04/02/2021,1229
Slovenia,SVN,05/02/2021,1305
Slovenia,SVN,06/02/2021,1339
Slovenia,SVN,07/02/2021,1339
Slovenia,SVN,08/02/2021,1363
Slovenia,SVN,09/02/2021,1294
Slovenia,SVN,10/02/2021,1188
Slovenia,SVN,11/02/2021,1257
Slovenia,SVN,12/02/2021,1450
Slovenia,SVN,13/02/2021,1468
Slovenia,SVN,14/02/2021,1470
Slovenia,SVN,15/02/2021,1447
Slovenia,SVN,16/02/2021,1516
Slovenia,SVN,17/02/2021,1676
Slovenia,SVN,18/02/2021,1705
Slovenia,SVN,19/02/2021,1581
Slovenia,SVN,20/02/2021,1695
Slovenia,SVN,21/02/2021,1694
Slovenia,SVN,22/02/2021,1713
Slovenia,SVN,23/02/2021,1729
Slovenia,SVN,24/02/2021,1677
South Africa,ZAF,17/02/2021,19
South Africa,ZAF,18/02/2021,19
South Africa,ZAF,19/02/2021,37
South Africa,ZAF,20/02/2021,44
South Africa,ZAF,21/02/2021,52
South Africa,ZAF,22/02/2021,65
South Africa,ZAF,23/02/2021,78
South Africa,ZAF,24/02/2021,98
South Africa,ZAF,25/02/2021,121
Spain,ESP,05/01/2021,1209
Spain,ESP,06/01/2021,968
Spain,ESP,07/01/2021,888
Spain,ESP,08/01/2021,1043
Spain,ESP,09/01/2021,1017
Spain,ESP,10/01/2021,1000
Spain,ESP,11/01/2021,988
Spain,ESP,12/01/2021,1066
Spain,ESP,13/01/2021,1248
Spain,ESP,14/01/2021,1433
Spain,ESP,15/01/2021,1500
Spain,ESP,16/01/2021,1501
Spain,ESP,17/01/2021,1502
Spain,ESP,18/01/2021,1503
Spain,ESP,19/01/2021,1460
Spain,ESP,20/01/2021,1358
Spain,ESP,21/01/2021,1305
Spain,ESP,22/01/2021,1213
Spain,ESP,23/01/2021,1191
Spain,ESP,24/01/2021,1169
Spain,ESP,25/01/2021,1202
Spain,ESP,26/01/2021,1193
Spain,ESP,27/01/2021,1130
Spain,ESP,28/01/2021,1133
Spain,ESP,29/01/2021,1080
Spain,ESP,30/01/2021,1108
Spain,ESP,31/01/2021,1136
Spain,ESP,01/02/2021,1167
Spain,ESP,02/02/2021,1248
Spain,ESP,03/02/2021,1435
Spain,ESP,04/02/2021,1570
Spain,ESP,05/02/2021,1552
Spain,ESP,06/02/2021,1533
Spain,ESP,07/02/2021,1515
Spain,ESP,08/02/2021,1510
Spain,ESP,09/02/2021,1431
Spain,ESP,10/02/2021,1391
Spain,ESP,11/02/2021,1329
Spain,ESP,12/02/2021,1351
Spain,ESP,13/02/2021,1373
Spain,ESP,14/02/2021,1395
Spain,ESP,15/02/2021,1397
Spain,ESP,16/02/2021,1397
Spain,ESP,17/02/2021,1412
Spain,ESP,18/02/2021,1567
Spain,ESP,19/02/2021,1583
Spain,ESP,20/02/2021,1599
Spain,ESP,21/02/2021,1616
Spain,ESP,22/02/2021,1652
Spain,ESP,23/02/2021,1816
Spain,ESP,24/02/2021,1996
Sri Lanka,LKA,29/01/2021,247
Sri Lanka,LKA,30/01/2021,883
Sri Lanka,LKA,31/01/2021,921
Sri Lanka,LKA,01/02/2021,1116
Sri Lanka,LKA,02/02/2021,1109
Sri Lanka,LKA,03/02/2021,1089
Sri Lanka,LKA,04/02/2021,976
Sri Lanka,LKA,05/02/2021,1008
Sri Lanka,LKA,06/02/2021,816
Sri Lanka,LKA,07/02/2021,685
Sri Lanka,LKA,08/02/2021,482
Sri Lanka,LKA,09/02/2021,370
Sri Lanka,LKA,10/02/2021,246
Sri Lanka,LKA,11/02/2021,212
Sri Lanka,LKA,12/02/2021,153
Sri Lanka,LKA,13/02/2021,177
Sri Lanka,LKA,14/02/2021,184
Sri Lanka,LKA,15/02/2021,168
Sri Lanka,LKA,16/02/2021,147
Sri Lanka,LKA,17/02/2021,225
Sri Lanka,LKA,18/02/2021,369
Sri Lanka,LKA,19/02/2021,564
Sri Lanka,LKA,20/02/2021,775
Sri Lanka,LKA,21/02/2021,997
Sri Lanka,LKA,22/02/2021,1077
Sri Lanka,LKA,23/02/2021,1139
Sri Lanka,LKA,24/02/2021,1221
Sweden,SWE,28/12/2020,175
Sweden,SWE,29/12/2020,175
Sweden,SWE,30/12/2020,175
Sweden,SWE,31/12/2020,175
Sweden,SWE,01/01/2021,175
Sweden,SWE,02/01/2021,175
Sweden,SWE,03/01/2021,175
Sweden,SWE,04/01/2021,218
Sweden,SWE,05/01/2021,262
Sweden,SWE,06/01/2021,305
Sweden,SWE,07/01/2021,348
Sweden,SWE,08/01/2021,391
Sweden,SWE,09/01/2021,434
Sweden,SWE,10/01/2021,478
Sweden,SWE,11/01/2021,556
Sweden,SWE,12/01/2021,635
Sweden,SWE,13/01/2021,713
Sweden,SWE,14/01/2021,792
Sweden,SWE,15/01/2021,870
Sweden,SWE,16/01/2021,948
Sweden,SWE,17/01/2021,1027
Sweden,SWE,18/01/2021,1103
Sweden,SWE,19/01/2021,1180
Sweden,SWE,20/01/2021,1257
Sweden,SWE,21/01/2021,1333
Sweden,SWE,22/01/2021,1410
Sweden,SWE,23/01/2021,1486
Sweden,SWE,24/01/2021,1563
Sweden,SWE,25/01/2021,1514
Sweden,SWE,26/01/2021,1466
Sweden,SWE,27/01/2021,1417
Sweden,SWE,28/01/2021,1369
Sweden,SWE,29/01/2021,1320
Sweden,SWE,30/01/2021,1271
